isbn,feature
0450535363,"[-0.8398444  -0.18264264 -0.2638545  ... -0.52866673 -0.43686965
  0.49155256]"
0786701978,"[-0.7102843  -0.16772918  0.5788451  ... -0.54384834 -0.47100672
  0.5217349 ]"
0749309466,"[-0.7842914  -0.14424098  0.66245735 ... -0.54377526 -0.46649662
  0.4500161 ]"
0385064780,"[-0.9082532  -0.29758668 -0.63928485 ... -0.54384834 -0.47100672
  0.5217349 ]"
0425161420,"[-0.87711227 -0.15436913 -0.34080598 ... -0.54384834 -0.47100672
  0.5217349 ]"
0747544441,"[-0.84907526 -0.29407334 -0.20452592 ... -0.51356006 -0.4481355
  0.48592606]"
0704311658,"[-0.8001383  -0.15294696  0.5434188  ... -0.52866673 -0.43686965
  0.49155256]"
1855384442,"[-0.8228     -0.28201097  0.18021822 ... -0.47133166 -0.46004167
  0.5322307 ]"
0385264763,"[-0.8371387  -0.222881   -0.08802874 ... -0.46933448 -0.43552983
  0.48671606]"
0872497658,"[-0.90279466 -0.45811075 -0.93664616 ... -0.5649154  -0.47818217
  0.5126288 ]"
0006711146,"[-0.8733508  -0.43492678 -0.53883916 ... -0.5074948  -0.4837458
  0.49601665]"
0140239057,"[-0.83628446 -0.20591754 -0.10840147 ... -0.46933448 -0.43552983
  0.48671606]"
0340404132,"[-0.90561986 -0.42859486 -0.47787043 ... -0.5054487  -0.45430103
  0.52125025]"
0553505351,"[-0.853488   -0.3873012  -0.62076426 ... -0.4027456  -0.43505603
  0.5190861 ]"
0853301352,"[-0.9129115  -0.39360267 -0.73511606 ... -0.512617   -0.44719544
  0.4810125 ]"
1578631505,"[-0.83295476 -0.33282772 -0.39834052 ... -0.512617   -0.44719544
  0.4810125 ]"
0743217756,"[-0.85111123 -0.27353048  0.18048285 ... -0.5768424  -0.47848636
  0.48188362]"
0375506217,"[-0.87491536 -0.42642394 -0.75977564 ... -0.5880989  -0.4767247
  0.43881086]"
0060959754,"[-0.8679571  -0.34803393 -0.11520959 ... -0.5640907  -0.46368495
  0.46106485]"
086020166X,"[-0.82188445 -0.5161264  -0.95316106 ... -0.04603468 -0.4035997
  0.5536485 ]"
0060976306,"[-0.85299724 -0.18388972 -0.49671954 ... -0.06591122 -0.38135746
  0.53054136]"
0897893603,"[-0.90681076 -0.4369835  -0.9451701  ... -0.04603468 -0.4035997
  0.5536485 ]"
1400050669,"[-0.8821239  -0.5482731  -0.7154748  ... -0.54177934 -0.46412575
  0.46355906]"
0312951337,"[-0.73877037 -0.3622358  -0.09571984 ... -0.569208   -0.4640282
  0.4805581 ]"
0449906809,"[-0.68325514 -0.41063145 -0.7046644  ... -0.04603468 -0.4035997
  0.5536485 ]"
0749301600,"[-0.95055    -0.43768588 -0.42673236 ... -0.52866673 -0.43686965
  0.49155256]"
1879181185,"[-0.8583746  -0.5523079  -0.94599754 ... -0.5198706  -0.46459875
  0.5096375 ]"
0711987483,"[-0.9174129  -0.41881812 -0.56598514 ... -0.5054487  -0.45430103
  0.52125025]"
0749004088,"[-0.8844006  -0.5153813  -0.7626754  ... -0.52574384 -0.43766257
  0.47331983]"
0764551078,"[-0.78919566 -0.41694456 -0.88358754 ... -0.4997047  -0.40669665
  0.43866524]"
0192839292,"[-0.82942235 -0.5139167  -0.8614543  ... -0.57918435 -0.50262845
  0.5138821 ]"
1888314001,"[-0.83312887 -0.55105287 -0.92993075 ... -0.5577909  -0.45855623
  0.44918746]"
1874744025,"[-0.8379361  -0.14594279  0.42763263 ... -0.46933448 -0.43552983
  0.48671606]"
0304352004,"[-0.8043684  -0.54655975 -0.8442485  ... -0.5649154  -0.47818217
  0.5126288 ]"
0006150713,"[-0.88302606 -0.28002298 -0.15698603 ... -0.5258696  -0.4621476
  0.4933698 ]"
0385042817,"[-0.84727234 -0.1978879   0.2869766  ... -0.5258696  -0.4621476
  0.4933698 ]"
0131983334,"[-0.70461494 -0.47549728 -0.9440876  ... -0.5067335  -0.4379256
  0.4542572 ]"
0590210629,"[-0.6434078  -0.11441117 -0.61873376 ... -0.4027456  -0.43505603
  0.5190861 ]"
0413176509,"[-0.8899708  -0.44515997 -0.4048177  ... -0.06591122 -0.38135746
  0.53054136]"
0590934856,"[-0.6214675  -0.08243864 -0.44551086 ... -0.4027456  -0.43505603
  0.5190861 ]"
0805062963,"[-0.82609326 -0.28141388 -0.5432719  ... -0.5156409  -0.4696934
  0.52221745]"
0192817132,"[-0.870666   -0.27068    -0.49698827 ... -0.46933448 -0.43552983
  0.48671606]"
0062732757,"[-0.95358896 -0.4912619  -0.76762784 ... -0.04603468 -0.4035997
  0.5536485 ]"
0192817876,"[-0.89145505 -0.3144249  -0.21920808 ... -0.46933448 -0.43552983
  0.48671606]"
0380868849,"[-0.8985763  -0.49963617 -0.6713045  ... -0.56497514 -0.47539926
  0.52548456]"
0786904879,"[-0.9325931  -0.44790524 -0.82284635 ... -0.5789285  -0.4854476
  0.53004473]"
0373244142,"[-0.80507624 -0.4687181  -0.85058194 ... -0.56497514 -0.47539926
  0.52548456]"
0684841134,"[-0.866066   -0.3269971  -0.15958862 ... -0.04603468 -0.4035997
  0.5536485 ]"
0761516719,"[-0.8827198  -0.43627986 -0.6092819  ... -0.04603468 -0.4035997
  0.5536485 ]"
0441807119,"[-0.8735156  -0.23466279  0.27266505 ... -0.52866673 -0.43686965
  0.49155256]"
0192815792,"[-0.9247046  -0.418649   -0.44099706 ... -0.53238994 -0.4543269
  0.47801608]"
0312969236,"[-0.91296184 -0.35695308 -0.78028923 ... -0.54384834 -0.47100672
  0.5217349 ]"
0399136649,"[-0.7672755  -0.3777147  -0.3369658  ... -0.54384834 -0.47100672
  0.5217349 ]"
0192816357,"[-0.85430753 -0.34755906 -0.3802343  ... -0.52574384 -0.43766257
  0.47331983]"
0754078035,"[-0.86386055 -0.22717252 -0.45629975 ... -0.5074948  -0.4837458
  0.49601665]"
0140082956,"[-0.88553756 -0.33816788 -0.1738115  ... -0.5432278  -0.4462272
  0.4748135 ]"
089281442X,"[-0.90730894 -0.6237078  -0.9813101  ... -0.49204063 -0.46570975
  0.5246827 ]"
0141183233,"[-0.8961153  -0.3407743  -0.1431132  ... -0.46933448 -0.43552983
  0.48671606]"
0399147918,"[-0.8621379  -0.38807648 -0.71778077 ... -0.04603468 -0.4035997
  0.5536485 ]"
0192815865,"[-0.8437401  -0.23466474  0.20954043 ... -0.46933448 -0.43552983
  0.48671606]"
0684807858,"[-0.8414046  -0.42097005 -0.95080245 ... -0.49065098 -0.42614084
  0.42967528]"
0879513055,"[-0.87836945 -0.35921073 -0.02524223 ... -0.47133166 -0.46004167
  0.5322307 ]"
1857022432,"[-0.74613523 -0.08368148  0.62812215 ... -0.5768424  -0.47848636
  0.48188362]"
0670869082,"[-0.9131712  -0.43987846 -0.52126366 ... -0.5277017  -0.44434115
  0.42810333]"
0399148159,"[-0.77251554 -0.20630231  0.18209568 ... -0.54384834 -0.47100672
  0.5217349 ]"
0708823440,"[-0.73452234 -0.23563817  0.58951646 ... -0.5615101  -0.4743888
  0.5031157 ]"
0140240942,"[-0.7972386  -0.32278568 -0.58607376 ... -0.5615101  -0.4743888
  0.5031157 ]"
0754061205,"[-0.8687551  -0.39713323 -0.5232103  ... -0.5143895  -0.49771494
  0.51843464]"
0340624566,"[-0.7935953  -0.23800035 -0.01694367 ... -0.46933448 -0.43552983
  0.48671606]"
0440413710,"[-0.8634023  -0.2179944  -0.22509885 ... -0.5074948  -0.4837458
  0.49601665]"
0300059183,"[-0.83633864 -0.42126969 -0.5563181  ... -0.4551339  -0.4195797
  0.5123444 ]"
0688166180,"[-0.89516973 -0.3291717  -0.21900833 ... -0.5640722  -0.483622
  0.49988964]"
0460874004,"[-0.8265013  -0.27983367 -0.1027753  ... -0.46933448 -0.43552983
  0.48671606]"
0747245754,"[-0.88543755 -0.42935324 -0.4803635  ... -0.06591122 -0.38135746
  0.53054136]"
0380778793,"[-0.84915876 -0.31450397 -0.23446323 ... -0.54384834 -0.47100672
  0.5217349 ]"
0140177353,"[-0.78930265 -0.58349174 -0.8925977  ... -0.06591122 -0.38135746
  0.53054136]"
083081650X,"[-0.88647133 -0.27030483 -0.33510455 ... -0.512617   -0.44719544
  0.4810125 ]"
0752844148,"[-0.85582197 -0.32400522 -0.11905142 ... -0.54384834 -0.47100672
  0.5217349 ]"
0425098761,"[-0.7981149  -0.23208155 -0.32103312 ... -0.46933448 -0.43552983
  0.48671606]"
0671015370,"[-0.850892   -0.24511246  0.08791701 ... -0.46933448 -0.43552983
  0.48671606]"
0399148051,"[-0.8073326  -0.18788491  0.48392624 ... -0.52574384 -0.43766257
  0.47331983]"
075062289X,"[-0.90130395 -0.49028343 -0.9597424  ... -0.54834497 -0.4455728
  0.49476945]"
081257933X,"[-0.8868673  -0.30203494 -0.3157767  ... -0.52866673 -0.43686965
  0.49155256]"
078972331X,"[-0.7487836  -0.335025   -0.25867805 ... -0.54427916 -0.44617683
  0.507497  ]"
038503007X,"[-0.81635547 -0.47421664 -0.6432811  ... -0.54150957 -0.4660557
  0.53044015]"
006018471X,"[-0.91069543 -0.5611235  -0.7951851  ... -0.5320456  -0.47786015
  0.5345127 ]"
0131123114,"[-0.926592   -0.50324506 -0.98644274 ... -0.04603468 -0.4035997
  0.5536485 ]"
0719576385,"[-0.85018855 -0.3189742  -0.807164   ... -0.5198706  -0.46459875
  0.5096375 ]"
0671864777,"[-0.6748891  -0.23887676  0.5519689  ... -0.54986596 -0.44785368
  0.46302843]"
0060904909,"[-0.9183087  -0.39605066 -0.71384627 ... -0.4027456  -0.43505603
  0.5190861 ]"
0525943072,"[-0.62288606 -0.03923963  0.7986826  ... -0.5360456  -0.46403673
  0.4752013 ]"
0805060855,"[-0.7340646  -0.36457253 -0.46286514 ... -0.46933448 -0.43552983
  0.48671606]"
0374116202,"[-0.8704977  -0.3904525  -0.4890496  ... -0.5692428  -0.45088902
  0.47682288]"
0399147489,"[-0.9388176  -0.5163317  -0.8888578  ... -0.54384834 -0.47100672
  0.5217349 ]"
0679724621,"[-0.7479097  -0.41574252 -0.47151095 ... -0.54150957 -0.4660557
  0.53044015]"
0805039732,"[-0.7009994  -0.09819706  0.7020615  ... -0.52574384 -0.43766257
  0.47331983]"
0060187395,"[-0.86006695 -0.40211934 -0.58921653 ... -0.49204063 -0.46570975
  0.5246827 ]"
0345448367,"[-0.79395634 -0.34985885 -0.16087307 ... -0.52866673 -0.43686965
  0.49155256]"
0151716080,"[-0.8276585  -0.21403196  0.30627057 ... -0.46933448 -0.43552983
  0.48671606]"
0312169299,"[-0.80745614 -0.24753593  0.16943742 ... -0.54384834 -0.47100672
  0.5217349 ]"
0312135203,"[-0.80345124 -0.11719564  0.37279186 ... -0.46933448 -0.43552983
  0.48671606]"
0553247778,"[-0.8734813  -0.40031576 -0.5473309  ... -0.5432278  -0.4462272
  0.4748135 ]"
0060930136,"[-0.7582726  -0.11808585  0.42704022 ... -0.46933448 -0.43552983
  0.48671606]"
0451146999,"[-0.77916497 -0.45602015 -0.8478189  ... -0.5799186  -0.4560956
  0.49391904]"
1556590954,"[-0.8351542  -0.38266155 -0.74007505 ... -0.4027456  -0.43505603
  0.5190861 ]"
0061003352,"[-0.8793453  -0.16228457  0.03434089 ... -0.54384834 -0.47100672
  0.5217349 ]"
1576840166,"[-0.87992984 -0.20322053 -0.08661915 ... -0.40772584 -0.43213847
  0.5040389 ]"
0789722402,"[-0.85371363 -0.47246152 -0.7033574  ... -0.54427916 -0.44617683
  0.507497  ]"
0698110803,"[-0.73645383 -0.21115735  0.5935158  ... -0.5723983  -0.47964332
  0.48633072]"
3518025805,"[-0.8999781  -0.4426162  -0.6410555  ... -0.46933448 -0.43552983
  0.48671606]"
0571109659,"[-0.90140957 -0.42944303 -0.45007867 ... -0.46933448 -0.43552983
  0.48671606]"
3518387952,"[-0.7692854  -0.22253008  0.33127508 ... -0.46933448 -0.43552983
  0.48671606]"
0553066943,"[-0.7859942  -0.18117139  0.47523376 ... -0.580573   -0.49012572
  0.5107678 ]"
0812545370,"[-0.8420232  -0.3046804  -0.35813475 ... -0.5543861  -0.45834333
  0.49015316]"
0449907694,"[-0.93592316 -0.36459023 -0.44010228 ... -0.54384834 -0.47100672
  0.5217349 ]"
0393037355,"[-0.9083886  -0.45579174 -0.83265764 ... -0.46933448 -0.43552983
  0.48671606]"
0151005877,"[-0.9082173  -0.57348764 -0.97871244 ... -0.5156409  -0.4696934
  0.52221745]"
0316286176,"[-0.8966951  -0.33730447  0.10754843 ... -0.5615101  -0.4743888
  0.5031157 ]"
0060914300,"[-0.79999936 -0.42157167 -0.5923254  ... -0.569208   -0.4640282
  0.4805581 ]"
0761126910,"[-0.85944426 -0.6366657  -0.9415026  ... -0.52979314 -0.43259993
  0.48180598]"
0747249563,"[-0.8337087  -0.27455714  0.20190325 ... -0.5768424  -0.47848636
  0.48188362]"
0688155081,"[-0.88007253 -0.31281742  0.03057564 ... -0.5513963  -0.4548289
  0.4684951 ]"
0890512582,"[-0.8942782  -0.43463126 -0.9259963  ... -0.512617   -0.44719544
  0.4810125 ]"
3442435617,"[-0.8150609  -0.20989157  0.36090907 ... -0.46933448 -0.43552983
  0.48671606]"
0399141839,"[-0.8740968  -0.28689542 -0.09149437 ... -0.54384834 -0.47100672
  0.5217349 ]"
1557481105,"[-0.92627305 -0.38753825 -0.7089129  ... -0.46022546 -0.44268882
  0.5184075 ]"
0916390403,"[-0.9033235  -0.32536152 -0.49576953 ... -0.4027456  -0.43505603
  0.5190861 ]"
0441653049,"[-0.8883659  -0.33782232 -0.12977597 ... -0.51647323 -0.43499112
  0.49718618]"
0345289129,"[-0.7245913  -0.11224353  0.72573024 ... -0.51647323 -0.43499112
  0.49718618]"
0061052140,"[-0.8142298  -0.3026567  -0.25161958 ... -0.57661414 -0.48397505
  0.49322078]"
0679737871,"[-0.8860509  -0.3040174  -0.43414366 ... -0.46933448 -0.43552983
  0.48671606]"
0743227271,"[-0.8414607  -0.30765456  0.12149806 ... -0.5695504  -0.48103622
  0.46981683]"
0425147177,"[-0.87931705 -0.35664707 -0.18793365 ... -0.54384834 -0.47100672
  0.5217349 ]"
0743227891,"[-0.8748245  -0.41232842 -0.8078572  ... -0.5564482  -0.45933646
  0.48060042]"
0679765018,"[-0.9348096  -0.42603773 -0.86189955 ... -0.55648714 -0.47356138
  0.47645664]"
042516828x,"[-0.8201954  -0.12904173  0.5655565  ... -0.54384834 -0.47100672
  0.5217349 ]"
0385336004,"[-0.9248285  -0.39032403 -0.597395   ... -0.54384834 -0.47100672
  0.5217349 ]"
074970053X,"[-0.8638656  -0.29116285 -0.29166126 ... -0.5074948  -0.4837458
  0.49601665]"
0312098200,"[-0.8991562  -0.5193742  -0.9476907  ... -0.49204063 -0.46570975
  0.5246827 ]"
0553582208,"[-0.89170164 -0.44097278 -0.78845245 ... -0.54384834 -0.47100672
  0.5217349 ]"
0151941955,"[-0.78662926 -0.2505197  -0.04080823 ... -0.46933448 -0.43552983
  0.48671606]"
3453211324,"[-0.7914569  -0.41772768 -0.61218053 ... -0.5258696  -0.4621476
  0.4933698 ]"
025321162X,"[-0.88102293 -0.40402335 -0.49698818 ... -0.5715631  -0.46387953
  0.49716848]"
0670839337,"[-0.8338612  -0.3759824  -0.65075505 ... -0.46933448 -0.43552983
  0.48671606]"
0553213474,"[-0.86769587 -0.4915091  -0.7446035  ... -0.4027456  -0.43505603
  0.5190861 ]"
1571740481,"[-0.8683579  -0.29994506 -0.609172   ... -0.512617   -0.44719544
  0.4810125 ]"
0226013847,"[-0.7438873  -0.17041601  0.43337262 ... -0.5649154  -0.47818217
  0.5126288 ]"
0395657768,"[-0.94241685 -0.471313   -0.801464   ... -0.47133166 -0.46004167
  0.5322307 ]"
0394528093,"[-0.8813891  -0.425295   -0.5849581  ... -0.52574384 -0.43766257
  0.47331983]"
0671024000,"[-0.83175236 -0.37680566 -0.5496406  ... -0.51647323 -0.43499112
  0.49718618]"
0888947216,"[-0.89627135 -0.28415695 -0.41201404 ... -0.52574384 -0.43766257
  0.47331983]"
0394729145,"[-0.8404455  -0.23566842  0.1354623  ... -0.46933448 -0.43552983
  0.48671606]"
0385333714,"[-0.88748527 -0.381832   -0.4581967  ... -0.49204063 -0.46570975
  0.5246827 ]"
0871138336,"[-0.86827826 -0.31987363  0.09715772 ... -0.5615101  -0.4743888
  0.5031157 ]"
0140435131,"[-0.81671697 -0.4365407  -0.689819   ... -0.46933448 -0.43552983
  0.48671606]"
3423119888,"[-0.85437596 -0.33952007 -0.02168891 ... -0.52574384 -0.43766257
  0.47331983]"
3499104326,"[-0.87445223 -0.3068454   0.00930041 ... -0.46933448 -0.43552983
  0.48671606]"
0552136719,"[-0.9188503  -0.33774102 -0.54227966 ... -0.512617   -0.44719544
  0.4810125 ]"
0060921285,"[-0.8992584  -0.4659872  -0.71359706 ... -0.46933448 -0.43552983
  0.48671606]"
038531485X,"[-0.87188154 -0.3758394  -0.20520331 ... -0.46933448 -0.43552983
  0.48671606]"
0471506583,"[-0.86774844 -0.355591   -0.43806803 ... -0.5534776  -0.45398423
  0.48304704]"
155874343X,"[-0.8218681  -0.3848487  -0.43135032 ... -0.5649154  -0.47818217
  0.5126288 ]"
3499130653,"[-0.9365958  -0.31310073  0.14977226 ... -0.5432278  -0.4462272
  0.4748135 ]"
0385472919,"[-0.8640946  -0.45981106 -0.8299298  ... -0.5649154  -0.47818217
  0.5126288 ]"
0141302208,"[-0.8505481  -0.18383373  0.1223306  ... -0.4027456  -0.43505603
  0.5190861 ]"
0553265857,"[-0.9010097  -0.40361387 -0.7424777  ... -0.52866673 -0.43686965
  0.49155256]"
0195412060,"[-0.8971063  -0.5270608  -0.8524378  ... -0.04603468 -0.4035997
  0.5536485 ]"
1566374790,"[-0.83155626 -0.6352255  -0.992937   ... -0.04603468 -0.4035997
  0.5536485 ]"
0393317773,"[-0.7963728  -0.24168687  0.38054946 ... -0.46933448 -0.43552983
  0.48671606]"
0451522648,"[-0.70304734 -0.4329184  -0.7453792  ... -0.4027456  -0.43505603
  0.5190861 ]"
0812545389,"[-0.8712805  -0.35079393 -0.6125781  ... -0.5543861  -0.45834333
  0.49015316]"
0340845007,"[-0.89490265 -0.4663835  -0.8607634  ... -0.49204063 -0.46570975
  0.5246827 ]"
0571064922,"[-0.8956818  -0.2051248   0.28890747 ... -0.5432278  -0.4462272
  0.4748135 ]"
0140027661,"[-0.74755305 -0.2181118   0.63996446 ... -0.46933448 -0.43552983
  0.48671606]"
0394528271,"[-0.7903609  -0.3113858   0.18010364 ... -0.4027456  -0.43505603
  0.5190861 ]"
0960255206,"[-0.8869834  -0.44243175 -0.7048994  ... -0.04603468 -0.4035997
  0.5536485 ]"
0812584368,"[-0.8355468  -0.2870116   0.1936736  ... -0.4027456  -0.43505603
  0.5190861 ]"
014001599X,"[-0.70518905 -0.18908924  0.50810003 ... -0.46933448 -0.43552983
  0.48671606]"
0393087832,"[-0.7948168  -0.21836776  0.47607765 ... -0.5500408  -0.4691263
  0.5238743 ]"
0767912098,"[-0.86362875 -0.40004206 -0.34358215 ... -0.5366335  -0.44949582
  0.46617287]"
0805010459,"[-0.88162595 -0.4248153  -0.6680849  ... -0.5649154  -0.47818217
  0.5126288 ]"
1878972030,"[-0.7893585  -0.15710662  0.20254017 ... -0.46933448 -0.43552983
  0.48671606]"
0792237455,"[-0.9298011  -0.4277431  -0.3766726  ... -0.5043692  -0.46463454
  0.5045061 ]"
0385185499,"[-0.93077415 -0.62495863 -0.9821115  ... -0.58619136 -0.4969735
  0.5278059 ]"
0671020625,"[-0.77356714 -0.3839128  -0.4330828  ... -0.5649154  -0.47818217
  0.5126288 ]"
0688165664,[-0.8547945 -0.5522593 -0.9712971 ... -0.569208  -0.4640282  0.4805581]
0889104131,"[-0.8272921  -0.12181908  0.26889864 ... -0.4027456  -0.43505603
  0.5190861 ]"
0804118736,"[-0.87820166 -0.46776098 -0.82217366 ... -0.5324598  -0.46023044
  0.47566018]"
1564588890,"[-0.84338826 -0.17304485  0.34015968 ... -0.49224815 -0.4872901
  0.48756933]"
0609806866,"[-0.81799006 -0.42602652 -0.8001431  ... -0.54834497 -0.4455728
  0.49476945]"
0002156083,"[-0.83344984 -0.29133582 -0.5820116  ... -0.512617   -0.44719544
  0.4810125 ]"
1402201036,"[-0.8461338  -0.33348662 -0.38821033 ... -0.4551339  -0.4195797
  0.5123444 ]"
0140171916,"[-0.6698047  -0.09514763  0.7607816  ... -0.46933448 -0.43552983
  0.48671606]"
0553342851,"[-0.8993311  -0.38155502 -0.65576124 ... -0.5649154  -0.47818217
  0.5126288 ]"
0345368614,"[-0.76493335 -0.25059146  0.21186756 ... -0.54384834 -0.47100672
  0.5217349 ]"
1551926210,"[-0.77491415 -0.18631844  0.4358459  ... -0.57267493 -0.4849598
  0.4919623 ]"
0312321864,"[-0.8779277  -0.32974148  0.11541235 ... -0.06591122 -0.38135746
  0.53054136]"
0747249571,"[-0.8224907  -0.36563304 -0.32656428 ... -0.5794456  -0.4819315
  0.48329374]"
0889221839,"[-0.9023086  -0.39621273 -0.544617   ... -0.4027456  -0.43505603
  0.5190861 ]"
0446519774,"[-0.89542466 -0.36751533 -0.67746586 ... -0.52866673 -0.43686965
  0.49155256]"
0345418972,"[-0.8163765  -0.16312928  0.4354142  ... -0.52866673 -0.43686965
  0.49155256]"
0812545842,"[-0.89813685 -0.35855186 -0.70792764 ... -0.52866673 -0.43686965
  0.49155256]"
067164548X,"[-0.7989756  -0.15918422  0.35785675 ... -0.49204063 -0.46570975
  0.5246827 ]"
0345344022,"[-0.73867035 -0.19476308  0.39042854 ... -0.46933448 -0.43552983
  0.48671606]"
0451456866,"[-0.882474   -0.51846355 -0.8040566  ... -0.52866673 -0.43686965
  0.49155256]"
1902825454,"[-0.91729325 -0.42200476 -0.5662442  ...  0.2169488  -0.37089133
  0.49857107]"
0863186580,"[-0.9159713  -0.4040551  -0.72242206 ... -0.39834562 -0.41827703
  0.494581  ]"
155278410X,"[-0.85730696 -0.26983532  0.28500727 ... -0.54384834 -0.47100672
  0.5217349 ]"
1864501472,"[-0.9437723  -0.40549952 -0.34491816 ... -0.5156409  -0.4696934
  0.52221745]"
155583115X,"[-0.7975704  -0.5722158  -0.9077223  ... -0.51759154 -0.44553876
  0.44730517]"
0312866380,"[-0.7207934  -0.14090201  0.65554583 ... -0.5360456  -0.46403673
  0.4752013 ]"
0702827142,"[-0.9274735  -0.43207833 -0.8180516  ... -0.47133166 -0.46004167
  0.5322307 ]"
0064403823,"[-0.61853963 -0.22783908  0.26284543 ... -0.5074948  -0.4837458
  0.49601665]"
0671040596,"[-0.838841   -0.2958     -0.5204922  ... -0.53935564 -0.46798337
  0.46798602]"
0380761157,"[-0.89768595 -0.40507334 -0.49994385 ... -0.5258696  -0.4621476
  0.4933698 ]"
0425155498,"[-0.8617923  -0.36325592 -0.33450297 ... -0.54384834 -0.47100672
  0.5217349 ]"
0070304343,"[-0.8767317  -0.34639618  0.19673601 ... -0.57678795 -0.48100105
  0.5064497 ]"
0583129358,"[-0.883668   -0.36132514 -0.21704197 ... -0.53935564 -0.46798337
  0.46798602]"
0316848727,"[-0.96638536 -0.39647377 -0.87825686 ... -0.5443953  -0.4846659
  0.4853188 ]"
0743435710,"[-0.85725427 -0.26888448 -0.19215474 ... -0.52866673 -0.43686965
  0.49155256]"
0743435729,"[-0.90956575 -0.36903828 -0.3355429  ... -0.51647323 -0.43499112
  0.49718618]"
0002113570,"[-0.8564166  -0.29678935  0.23392397 ... -0.5121419  -0.45845973
  0.494873  ]"
3596130751,"[-0.90572757 -0.46341902 -0.64200926 ... -0.5789285  -0.4854476
  0.53004473]"
0061044075,"[-0.72545224 -0.13707712  0.50286245 ... -0.54384834 -0.47100672
  0.5217349 ]"
0440226589,"[-0.8964915  -0.3742942  -0.5135722  ... -0.54384834 -0.47100672
  0.5217349 ]"
0330345591,"[-0.77992743 -0.25600052  0.13065946 ... -0.46933448 -0.43552983
  0.48671606]"
3442414199,"[-0.89260083 -0.48383287 -0.79822546 ... -0.46933448 -0.43552983
  0.48671606]"
0764551094,"[-0.7989968  -0.53701043 -0.87158895 ... -0.4551339  -0.4195797
  0.5123444 ]"
0618126937,"[-0.85381055 -0.29686877 -0.30398998 ... -0.47133166 -0.46004167
  0.5322307 ]"
0671016873,"[-0.89537245 -0.47231188 -0.89844733 ... -0.512617   -0.44719544
  0.4810125 ]"
